model_set,model,year_id,location_id,abbreviation,state_name,state,region,division,population,pc,pc_lower,pc_upper,fr,fr_upper,fr_lower,aroc,aroc_yrs
Payer,OOP,2019,533,GA,Georgia,13,South,South Atlantic,10781525.3836217,1915.79801003453,1757.21202750129,2070.34104465632,0.243641450568984,0.262366657658329,0.224230420403841,0.0263194723896645,2013-2019
toc,Other professional,2019,533,GA,Georgia,13,South,South Atlantic,10781525.3836217,263.603651398702,238.903904414671,288.094953307545,0.0335243942250877,0.0366520001834524,0.0304747504393926,0.0259964212014463,2013-2019
toc,Other,2019,533,GA,Georgia,13,South,South Atlantic,10781525.3836217,469.855076584303,407.355554089672,534.340529446351,0.0597548364090357,0.0678214709500518,0.0517402816337589,0.0170952481569608,2013-2019
toc,Pharmaceuticals,2019,533,GA,Georgia,13,South,South Atlantic,10781525.3836217,1156.1136787807,1012.00090867696,1311.19190208692,0.147029354321334,0.166648684333737,0.129167462421668,0.0355680345221014,2013-2019
toc,Physician/clinical services,2019,533,GA,Georgia,13,South,South Atlantic,10781525.3836217,2096.75860523929,1951.19094561112,2242.60225843478,0.266657552639653,0.284701022716049,0.248369583687526,0.0218350286338749,2013-2019
Payer,Private,2019,533,GA,Georgia,13,South,South Atlantic,10781525.3836217,3035.70870994626,2983.39014715348,3088.79118894844,0.386069609329966,0.391826932190219,0.380179096117797,0.0186743617449423,2013-2019
Aggregate,Aggregate,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,9066.9354074902,8740.0884074902,9393.7824074902,,,,0.0278309027350099,2013-2019
toc,Dental,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,404.767345962791,347.405491796132,467.27423953444,0.0446389066954017,0.0504143957399123,0.0387850459332629,0.0121103198179211,2013-2019
toc,Home health,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,205.144038253956,169.032565596826,242.150607377791,0.0226254802159942,0.0265178212109648,0.0186604973340134,0.0444636602637665,2013-2019
toc,Hospital,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,3513.71827474767,3292.97979711869,3757.78030462308,0.387536280203583,0.39899138152435,0.376162090642181,0.0282303751266675,2013-2019
Payer,Medicaid,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,1449.10428457359,1240.43305705363,1669.03063364086,0.159817593414394,0.182366476343798,0.138884386720817,0.0384187266334466,2013-2019
Payer,Medicare,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,1890.40625581686,1749.84610307944,2033.83318075402,0.208500143330083,0.217864241658349,0.199236868934409,0.0392936085016977,2013-2019
toc,Skilled nursing,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,404.151149811031,380.131708976872,430.947092659441,0.0445741769084382,0.0455971405460739,0.0435984122793071,0.00906390186977246,2013-2019
Payer,OOP,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,2681.27006931394,2359.62229465392,3020.16871837532,0.295745486422965,0.325927140107903,0.262173753696174,0.016903695711993,2013-2019
toc,Other professional,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,290.014055929998,266.109986991892,316.572327402138,0.0319843070948244,0.0339029386766605,0.0300683271461167,0.0283168115728607,2013-2019
toc,Other,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,426.028636751954,362.787332471113,492.642031989938,0.0469882714959866,0.0533628113121385,0.0410034552166715,0.0280649311411203,2013-2019
toc,Pharmaceuticals,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,1501.33816473766,1355.75500828724,1654.06767093806,0.165573033807765,0.177334206145476,0.153828507477693,0.0458917387161191,2013-2019
toc,Physician/clinical services,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,2322.7400613718,2162.96212139622,2502.2050976894,0.256168177010977,0.265295287292693,0.247523668006191,0.0213406110106029,2013-2019
Payer,Private,2019,534,HI,Hawaii,15,West,Pacific,1468452.25792847,3044.33971918899,2727.62804155413,3373.16395631766,0.335766211308412,0.364363063718945,0.303982805271352,0.0260214434549986,2013-2019
Aggregate,Aggregate,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,7865.47944109068,7720.66544109068,8010.29344109068,,,,0.017231641089702,2013-2019
toc,Dental,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,424.864995609881,350.952895359829,498.888709085728,0.0540176179079057,0.0632363916054983,0.0450620721868195,0.00319489082191149,2013-2019
toc,Home health,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,208.203976516433,183.648736555263,232.173015137564,0.0264722442775234,0.0293763133040359,0.0232991072579729,0.0217170973960001,2013-2019
toc,Hospital,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,3498.64425735569,3131.27828156818,3912.54546554561,0.444839539788733,0.492928776638999,0.402846655560097,0.0214686181034964,2013-2019
Payer,Medicaid,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,1108.91090743428,873.760807487169,1360.37169329581,0.140967408168254,0.170557526612021,0.111955203083966,0.00521171749471616,2013-2019
Payer,Medicare,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,1757.64091134419,1667.51964345131,1849.31296847496,0.223464474838409,0.227542719181515,0.219107418885332,0.0303503614466725,2013-2019
toc,Skilled nursing,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,390.473481223551,351.441217621581,428.087938906722,0.0496417728808426,0.0536165879421409,0.0455314234381117,0.00044852824836572,2013-2019
Payer,OOP,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,2297.15623925905,1862.20965694239,2713.35467282266,0.292081679366782,0.345692522429611,0.2391415986044,0.00744624858763054,2013-2019
toc,Other professional,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,350.688925723673,327.447405016775,375.42527246833,0.044585123889793,0.0464994034525502,0.0426669240930043,0.0186186349163109,2013-2019
toc,Other,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,607.138661928213,460.929824869054,767.495063428186,0.0772036579988518,0.0969290239244967,0.0587634305581771,0.0164851327730033,2013-2019
toc,Pharmaceuticals,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,925.010446671868,813.580756421918,1036.34218311132,0.117598464613283,0.130495991715218,0.104159597918807,0.0274703082257692,2013-2019
toc,Physician/clinical services,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,1474.32353050796,1268.06082830637,1691.08832637387,0.187419760677957,0.211647439747937,0.163466487660429,0.0111595972401695,2013-2019
Payer,Private,2019,535,ID,Idaho,16,West,Mountain,1840807.43987006,2705.80156575849,2205.48046497601,3223.90504310047,0.343974480355968,0.405917194681896,0.284946173152134,0.0231853507834579,2013-2019
Aggregate,Aggregate,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,10110.1046295583,10009.0356295583,10211.1736295583,,,,0.0247795874831331,2013-2019
toc,Dental,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,408.719146263002,369.604558275843,449.992078000859,0.0404266586880569,0.044539816364879,0.0365708477097951,0.00885378654856095,2013-2019
toc,Home health,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,268.940434401349,238.68063388452,300.480957854674,0.0266013253655144,0.0297467904516708,0.0235902909131947,0.0176119792326697,2013-2019
toc,Hospital,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,4231.60948989718,4110.57475935428,4358.00455277935,0.418553778856211,0.429982304316905,0.406700916460128,0.0312509425215173,2013-2019
Payer,Medicaid,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,1405.66325308278,769.204727190566,2041.66317556707,0.139033594927171,0.202316970065549,0.076275545388603,0.00946379472413028,2013-2019
Payer,Medicare,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,2248.631892982,2080.86361091922,2433.33790824941,0.222413832072134,0.240007280767033,0.20575459446785,0.0313142172061303,2013-2019
toc,Skilled nursing,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,576.456354519,544.207612579808,608.64112011416,0.0570180170942663,0.0602491180986399,0.0538779705780957,0.00434227360560135,2013-2019
Payer,OOP,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,2702.68275533229,2188.33207129956,3261.22755132871,0.267324373518967,0.322311150743949,0.21641077124242,0.0299617627986957,2013-2019
toc,Other professional,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,415.079144196633,383.156229145073,445.055332247639,0.0410560322969236,0.0439874868229931,0.0379172892791215,0.0304496591625998,2013-2019
toc,Other,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,694.627747372623,645.20951297599,746.219202493584,0.0687065060513685,0.0739807681269352,0.0635144064634779,0.0146839481395005,2013-2019
toc,Pharmaceuticals,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,1286.59619829187,1125.50430091273,1451.67951968977,0.127259960753911,0.143613609298594,0.111418149036,0.0373333639668452,2013-2019
toc,Physician/clinical services,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,2230.20006989648,2181.13749639348,2274.99255452357,0.22059144829269,0.224520559801496,0.216521106637939,0.0180105650870743,2013-2019
Payer,Private,2019,536,IL,Illinois,17,Midwest,East North Central,12991966.8123762,3760.20884305717,3397.69724541605,4119.77975263075,0.37192670007465,0.407702784550988,0.335802525985345,0.0236611464700984,2013-2019
Aggregate,Aggregate,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,10277.7431506963,10019.5211506963,10535.9651506963,,,,0.0283099818457666,2013-2019
toc,Dental,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,380.86939229799,350.593180943379,413.936862356802,0.0370575606563697,0.0402432148398599,0.0341111390086241,0.0110440415670374,2013-2019
toc,Home health,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,204.086380275389,193.893742804705,214.123447777886,0.0198571209020026,0.0208003860381867,0.0188850460225017,0.0259255171672803,2013-2019
toc,Hospital,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,4453.24173045914,4327.94058142705,4587.68133665283,0.433288421616414,0.444397438746479,0.422840339349667,0.0340712103691061,2013-2019
Payer,Medicaid,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,1736.465951548,1541.7711838051,1930.33627469749,0.168956118756606,0.187737496093732,0.149318292545735,0.0635691182884963,2013-2019
Payer,Medicare,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,2347.13644342783,2061.29903724447,2631.38462824138,0.228371902665278,0.256040911458175,0.200483988788372,0.0334122803570105,2013-2019
toc,Skilled nursing,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,652.054723769862,601.147349797554,703.74141915516,0.0634429028155113,0.0683913718310507,0.0584815168375501,0.00944653516701566,2013-2019
Payer,OOP,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,3148.50083732326,2703.88386693195,3556.60586029769,0.306346421254517,0.345586701613894,0.263784535836058,0.0193643864071431,2013-2019
toc,Other professional,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,297.551486074589,267.148744957309,327.056542801023,0.0289507683864094,0.0318219311901494,0.0259971562948851,0.0287445930989443,2013-2019
toc,Other,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,658.904808115501,597.26170232174,722.08918214386,0.0641108239144432,0.0703214588658448,0.0579140646398556,0.0278344388269089,2013-2019
toc,Pharmaceuticals,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,1424.25257043084,1351.61522163774,1493.58918911768,0.138575726859,0.145151238733207,0.131797882916847,0.0391415199996192,2013-2019
toc,Physician/clinical services,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,2207.40181755733,2123.28910270302,2295.47884077462,0.214775368913641,0.222426978998781,0.206983980562717,0.0198851477679629,2013-2019
Payer,Private,2019,537,IN,Indiana,18,Midwest,East North Central,6862081.39924871,3037.61707684818,2578.68578972411,3499.52096163273,0.295548988766893,0.340229270550376,0.250922725239715,0.0161231321054973,2013-2019
Aggregate,Aggregate,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,9856.46621883453,9803.64921883453,9909.28321883453,,,,0.0231398400940626,2013-2019
toc,Dental,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,401.118309954963,368.536298827142,433.079602933141,0.0406967264950001,0.0436467975657752,0.0377201832650767,0.0102296469554461,2013-2019
toc,Home health,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,215.975908210571,188.114840808904,246.888574187289,0.0219116578447782,0.0248208024703653,0.0192764847456003,0.0313865604174952,2013-2019
toc,Hospital,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,4037.52553872328,3921.68763750892,4157.6336267514,0.40963104275322,0.413787277940862,0.405887272687737,0.0254673773374845,2013-2019
Payer,Medicaid,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,1627.96631160611,1231.06588169668,2006.10287872831,0.165161913435337,0.202994790022265,0.12563694653705,0.0447238623090727,2013-2019
Payer,Medicare,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,2145.39837714822,1954.70157604319,2346.07731408671,0.217666383452359,0.236938864351756,0.198780500987316,0.0314305355362159,2013-2019
toc,Skilled nursing,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,736.962808751886,702.037681836771,774.455916812703,0.0747687467552683,0.0776431272862576,0.0717261404155146,0.00949721716227692,2013-2019
Payer,OOP,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,2680.85641986928,2328.48766187799,3036.66626119592,0.271998920974252,0.306592863054032,0.236553663802419,0.0116908480740523,2013-2019
toc,Other professional,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,320.374275411934,307.549925180975,334.565843963449,0.0325034908830727,0.033520229154753,0.0315236547148057,0.0243437040179468,2013-2019
toc,Other,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,908.568103619566,869.811837326853,946.606566109359,0.0921784784554843,0.0950154007151056,0.0891180514039789,0.0208474052753529,2013-2019
toc,Pharmaceuticals,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,1416.91509063384,1348.52832177018,1491.08706509488,0.143753604984816,0.149929873572362,0.138161287273489,0.0358464631622109,2013-2019
toc,Physician/clinical services,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,1819.87218059433,1758.82777089925,1887.12910815171,0.184636728695321,0.188696121009325,0.180648290771655,0.0174883645512114,2013-2019
Payer,Private,2019,538,IA,Iowa,19,Midwest,West North Central,3221904.54828782,3390.62023139439,2972.12726135523,3824.37405960961,0.344009723185205,0.38597372429277,0.302018797341252,0.0173498790231919,2013-2019
Aggregate,Aggregate,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,9673.49237385576,9200.86137385576,10146.1233738558,,,,0.0281968691882353,2013-2019
toc,Dental,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,421.330766487095,407.64469077523,435.315016660336,0.0435549904767496,0.0445402019210948,0.0425390000903366,0.0153998549571488,2013-2019
toc,Home health,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,177.525697676233,138.095260421535,217.105365573477,0.0183506814897037,0.02241477333468,0.0142566269577727,0.0240670822308875,2013-2019
toc,Hospital,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,3857.43971540063,3709.59421382889,4010.63239996178,0.39876169546878,0.410250056345933,0.388120885845663,0.036211129150969,2013-2019
Payer,Medicaid,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,1060.7026577276,877.409376733128,1236.76068949104,0.109645096684689,0.127810456249909,0.0909086987398659,0.0276443249594749,2013-2019
Payer,Medicare,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,2224.78813004774,2092.08270203503,2354.89250180216,0.229985061789143,0.242092305505235,0.218054094002561,0.040801897741676,2013-2019
toc,Skilled nursing,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,651.355540412363,586.498546830105,716.629973444887,0.0673327764124062,0.0737673747205274,0.060591319524575,0.00932983562812018,2013-2019
Payer,OOP,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,2545.45300365625,1347.17509108671,3721.10754204901,0.263107384293099,0.383593547299787,0.140586407706971,-0.000832478845512075,2013-2019
toc,Other professional,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,338.852050041164,318.236996281852,360.380830610733,0.0350289289198246,0.0370173831210073,0.0330468591440313,0.0267778375715744,2013-2019
toc,Other,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,685.533721069348,603.272445558399,759.863186147202,0.0708670440200278,0.0784685470013318,0.0625754780559641,0.0124117057159521,2013-2019
toc,Pharmaceuticals,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,1453.18174841014,1370.05538259927,1541.71617062971,0.150223196217679,0.158545109883661,0.142384218309148,0.0396821659991931,2013-2019
toc,Physician/clinical services,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,2092.44303911836,1931.06133987846,2262.1037577757,0.216303459485963,0.232685998520725,0.199265153176318,0.0216438259013352,2013-2019
Payer,Private,2019,539,KS,Kansas,20,Midwest,West North Central,2974839.63591617,3889.64742682874,2426.48700012203,5377.273059013,0.402062759093435,0.561527158961074,0.251905975829676,0.0455147197334584,2013-2019
Aggregate,Aggregate,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,9819.94736452149,9733.69336452149,9906.20136452149,,,,0.0284672730891196,2013-2019
toc,Dental,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,310.153685435321,291.349249872107,331.586491535253,0.0315848145209435,0.0336751000314289,0.0296629368299672,0.0106936624224225,2013-2019
toc,Home health,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,199.253239017953,170.232796280413,227.900531819361,0.0202920850921896,0.0232910395207073,0.0173599399274718,0.0296242441780143,2013-2019
toc,Hospital,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,4046.63002152051,3910.29173466834,4192.90364777175,0.412083280362561,0.421933116281631,0.40195381575864,0.0301519678070792,2013-2019
Payer,Medicaid,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,2111.84729068311,1993.90371387199,2225.04161457448,0.215053812201394,0.225360340551321,0.204657733306852,0.0850762438733805,2013-2019
Payer,Medicare,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,2523.20045149049,2364.25811384187,2685.03220529759,0.25694758109316,0.272501295128557,0.241308166946083,0.0297607791939891,2013-2019
toc,Skilled nursing,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,529.197039603006,497.823794488201,559.222841082216,0.0538905363574813,0.0569009095833614,0.0509663942243755,0.00528878849494152,2013-2019
Payer,OOP,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,1916.33758308138,1821.88584009689,2016.85572075675,0.195149451738922,0.204540264768614,0.18627317133736,-0.00550300957247818,2013-2019
toc,Other professional,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,286.056150818613,265.237198647526,306.144761461831,0.0291302118922479,0.0311279198799264,0.0271592844219397,0.0302408678998869,2013-2019
toc,Other,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,767.603777845097,695.378252567087,837.432812763137,0.0781672085571087,0.0849838776639394,0.0709929944124029,0.0405567098009314,2013-2019
toc,Pharmaceuticals,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,1499.10998664569,1379.27241983443,1610.42320132823,0.152659730069144,0.163627804799351,0.141079122158331,0.0368674589324185,2013-2019
toc,Physician/clinical services,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,2181.64159660031,1954.67402455552,2414.56470208645,0.222161835448525,0.245396258479421,0.199767406471324,0.0241504630329341,2013-2019
Payer,Private,2019,540,KY,Kentucky,21,South,East South Central,4565504.51628285,3265.88372844603,2526.95491767808,3991.42375449517,0.332574071669554,0.406427353168484,0.256355714457832,0.019589308810922,2013-2019
Aggregate,Aggregate,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,9839.20908812514,9555.77508812515,10122.6430881251,,,,0.0281893867404539,2013-2019
toc,Dental,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,344.045116210324,304.520961952328,387.280181809673,0.0349677312131042,0.0393033188886085,0.030854722149535,0.0135506675967736,2013-2019
toc,Home health,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,358.022208923695,319.601850955621,395.117470140328,0.0363881289717553,0.0400918700358072,0.0325669519649194,0.0255461754841362,2013-2019
toc,Hospital,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,3918.55327941627,3817.24569335843,4020.95157529894,0.398257753261789,0.406053741401277,0.39058279417077,0.0325374164662293,2013-2019
Payer,Medicaid,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,2213.7641821695,1720.56495446431,2668.65682602671,0.224989889680556,0.269482975619188,0.176319218478563,0.045714665139913,2013-2019
Payer,Medicare,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,2568.78959571556,2329.7108383399,2823.41558284593,0.261077875532306,0.286545895280097,0.237396679043033,0.0316295502881794,2013-2019
toc,Skilled nursing,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,460.398326577997,439.331812170093,480.845340450382,0.0467922696766631,0.0487030753541089,0.0448599821841869,0.00851480434254603,2013-2019
Payer,OOP,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,2207.61381809691,1585.34492319942,2828.09670050629,0.224368717264195,0.286649654560889,0.16148032731869,0.0197065409682275,2013-2019
toc,Other professional,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,305.022909251434,274.471542788261,335.037858255547,0.0309998389013295,0.0339747215819061,0.0279530233455455,0.0323661332238014,2013-2019
toc,Other,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,725.475063947719,643.34274472344,803.568142764136,0.0737314099100241,0.0817858362583527,0.0655922192168923,0.0163346383354757,2013-2019
toc,Pharmaceuticals,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,1634.91709273075,1489.30261366908,1775.63140205918,0.166162500382002,0.180354608984287,0.151547060525417,0.0359395433757963,2013-2019
toc,Physician/clinical services,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,2095.56746793908,1949.36876288875,2242.16795003424,0.21298302556494,0.228189664314283,0.198913394384326,0.0258217303994523,2013-2019
Payer,Private,2019,541,LA,Louisiana,22,South,West South Central,4722217.09420237,2863.96280320824,2375.27593915389,3366.56772259485,0.291077921520267,0.340355636936459,0.241790008716847,0.0202116721709611,2013-2019
Aggregate,Aggregate,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,11685.0188658964,11254.7728658964,12115.2648658964,,,,0.0269703279894498,2013-2019
toc,Dental,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,436.756095557299,358.871741131884,513.911290964516,0.0373766867132539,0.0435034385280731,0.0312698426212623,0.0111427067859631,2013-2019
toc,Home health,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,251.686812468039,234.231367474532,270.312250487073,0.0215393071480054,0.0225257602470061,0.0205585737539062,0.0299087263133897,2013-2019
toc,Hospital,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,4988.4600590355,4643.00345213731,5364.56872683193,0.426908722529997,0.447002413552065,0.407902160453618,0.0296652221600306,2013-2019
Payer,Medicaid,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,2141.3620146735,1928.04332723989,2363.14161677641,0.183262746090433,0.200369216032032,0.166833331583826,0.00678093455634587,2013-2019
Payer,Medicare,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,2691.40298247399,2498.76023795906,2904.2153426558,0.230322269965263,0.241825782170998,0.219442780868874,0.0374323625081356,2013-2019
toc,Skilled nursing,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,662.82031042714,600.552507170517,726.88641491521,0.0567201516048892,0.0606911326188808,0.0526062770192985,0.00285943769800401,2013-2019
Payer,OOP,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,3042.22657435916,2174.89243054249,3987.9627354618,0.260317259461227,0.334339450471782,0.18716883663919,0.0304459178611363,2013-2019
toc,Other professional,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,403.662194355151,373.645138095757,436.752950986044,0.034544860843054,0.0363990393597715,0.032598828966142,0.0234655597695077,2013-2019
toc,Other,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,1509.40478295666,1332.97348770297,1702.29318114386,0.129186112204358,0.145190142268863,0.114000554599847,0.0349233094086965,2013-2019
toc,Pharmaceuticals,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,1436.65937386252,1285.12531096093,1590.91617089257,0.122956053334691,0.134194480710582,0.111443337513986,0.0380864710047457,2013-2019
toc,Physician/clinical services,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,1997.6450233331,1887.96438921221,2114.37461682598,0.170956042579971,0.173909334876388,0.167926874723246,0.019814130465817,2013-2019
Payer,Private,2019,542,ME,Maine,23,Northeast,New England,1378669.02425551,3795.86223670212,3124.57391335891,4466.3873450792,0.324869965853627,0.377463099409584,0.268445863603798,0.0286438772289617,2013-2019
Aggregate,Aggregate,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,10342.2081398974,10220.0831398974,10464.3331398974,,,,0.0210843889061534,2013-2019
toc,Dental,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,424.434662537069,403.631982579937,445.527769487968,0.0410391334486826,0.0430727760804622,0.0390378079505738,0.00666225032184364,2013-2019
toc,Home health,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,218.502569048707,198.488066804406,239.787179371738,0.0211271695035118,0.0231356661896469,0.0192134354287739,0.0248831146894595,2013-2019
toc,Hospital,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,4051.27705934242,3950.99523762994,4146.35714033006,0.391722223528582,0.39988803599956,0.383646398384947,0.0250294232428665,2013-2019
Payer,Medicaid,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,1795.4807012845,1692.34072519542,1900.23232914957,0.173607606429419,0.183520513850421,0.16365989667064,0.0479442028839259,2013-2019
Payer,Medicare,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,2308.57433104236,2242.46903233737,2374.50519609796,0.223219189242914,0.229382993373005,0.21711773447727,0.0293188131665916,2013-2019
toc,Skilled nursing,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,679.39378118977,657.15162384632,702.983466836347,0.0656912543570391,0.0677210067646019,0.0636718247264283,-0.00136477897344423,2013-2019
Payer,OOP,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,2852.83784092155,2720.30691916345,2974.19508749636,0.275846242775732,0.287678509770334,0.263580046101176,0.00572164144824483,2013-2019
toc,Other professional,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,340.201470253811,308.146242461215,372.770764351128,0.0328941805173021,0.0359674533163248,0.0298603542702987,0.0263110067637808,2013-2019
toc,Other,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,732.12145879561,668.356396990725,793.90270374682,0.0707901405784647,0.076824143474091,0.0646862886624801,0.0225067222734558,2013-2019
toc,Pharmaceuticals,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,1416.41260068799,1290.90235985768,1539.34366337306,0.136956663854126,0.1485071477821,0.124801296982383,0.0308317455703653,2013-2019
toc,Physician/clinical services,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,2482.65971620378,2359.33020198485,2609.19873848725,0.240050726618591,0.252716747251513,0.228301189229076,0.017378631148288,2013-2019
Payer,Private,2019,543,MD,Maryland,24,South,South Atlantic,6220938.99885184,3376.85299748925,3093.84644226608,3625.31845503213,0.326513418998888,0.351164994391597,0.299335433973488,0.0159139099804526,2013-2019
