model_set,model,year_id,location_id,abbreviation,state_name,state,region,division,population,pc,pc_lower,pc_upper,fr,fr_upper,fr_lower
Payer,OOP,2011,537,IN,Indiana,00018,Midwest,East North Central,6541006.27996116,2704.06416427234,2704.06416427234,2704.06416427234,0.323595079619177,0.323595079619177,0.323595079619177
toc,Other professional,2011,537,IN,Indiana,00018,Midwest,East North Central,6541006.27996116,228.819726517716,228.819726517716,228.819726517716,0.027382833070037,0.027382833070037,0.027382833070037
toc,Other,2011,537,IN,Indiana,00018,Midwest,East North Central,6541006.27996116,563.424572756313,563.424572756313,563.424572756313,0.0674249605055293,0.0674249605055293,0.0674249605055293
toc,Pharmaceuticals,2011,537,IN,Indiana,00018,Midwest,East North Central,6541006.27996116,1108.71958256545,1108.71958256545,1108.71958256545,0.132680358083202,0.132680358083202,0.132680358083202
toc,Physician/clinical services,2011,537,IN,Indiana,00018,Midwest,East North Central,6541006.27996116,1863.47264972542,1863.47264972542,1863.47264972542,0.223001579778831,0.223001579778831,0.223001579778831
Payer,Private,2011,537,IN,Indiana,00018,Midwest,East North Central,6541006.27996116,2767.78031524978,2767.78031524978,2767.78031524978,0.331219984834442,0.331219984834442,0.331219984834442
Aggregate,Aggregate,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,8802.55367852932,8802.55367852932,8802.55367852932,,,
toc,Dental,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,364.249516801828,364.249516801828,364.249516801828,0.0413799824578502,0.0413799824578502,0.0413799824578502
toc,Home health,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,167.283692360706,167.283692360706,167.283692360706,0.0190039957119188,0.0190039957119188,0.0190039957119188
toc,Hospital,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,3785.58706486835,3785.58706486835,3785.58706486835,0.430055550141311,0.430055550141311,0.430055550141311
Payer,Medicaid,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,1220.20351930964,1220.20351930964,1220.20351930964,0.138619264803337,0.138619264803337,0.138619264803337
Payer,Medicare,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,1896.01646398916,1896.01646398916,1896.01646398916,0.215393911043543,0.215393911043543,0.215393911043543
toc,Skilled nursing,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,628.471964222843,628.471964222843,628.471964222843,0.0713965500438555,0.0713965500438555,0.0713965500438555
Payer,OOP,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,2843.5957717995,2843.5957717995,2843.5957717995,0.323042139320937,0.323042139320937,0.323042139320937
toc,Other professional,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,243.462112266507,243.462112266507,243.462112266507,0.0276581229899621,0.0276581229899621,0.0276581229899621
toc,Other,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,555.896577690966,555.896577690966,555.896577690966,0.0631517395965306,0.0631517395965306,0.0631517395965306
toc,Pharmaceuticals,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,1118.48450307636,1118.48450307636,1118.48450307636,0.127063639021538,0.127063639021538,0.127063639021538
toc,Physician/clinical services,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,1939.11824724175,1939.11824724175,1939.11824724175,0.220290420037033,0.220290420037033,0.220290420037033
Payer,Private,2012,537,IN,Indiana,00018,Midwest,East North Central,6583284.14006467,2842.73792343103,2842.73792343103,2842.73792343103,0.322944684832184,0.322944684832184,0.322944684832184
Aggregate,Aggregate,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,8692.67516534535,8692.67516534535,8692.67516534535,,,
toc,Dental,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,356.57888981137,356.57888981137,356.57888981137,0.0410206159817089,0.0410206159817089,0.0410206159817089
toc,Home health,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,175.032635373449,175.032635373449,175.032635373449,0.020135646627087,0.020135646627087,0.020135646627087
toc,Hospital,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,3642.28216815285,3642.28216815285,3642.28216815285,0.419005898514804,0.419005898514804,0.419005898514804
Payer,Medicaid,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,1199.69806925942,1199.69806925942,1199.69806925942,0.138012527379626,0.138012527379626,0.138012527379626
Payer,Medicare,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,1927.06617334195,1927.06617334195,1927.06617334195,0.221688506321332,0.221688506321332,0.221688506321332
toc,Skilled nursing,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,616.288573022929,616.288573022929,616.288573022929,0.0708974580667475,0.0708974580667475,0.0708974580667475
Payer,OOP,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,2806.25462337417,2806.25462337417,2806.25462337417,0.322829804403796,0.322829804403796,0.322829804403796
toc,Other professional,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,251.024857792266,251.024857792266,251.024857792266,0.0288777451149922,0.0288777451149922,0.0288777451149922
toc,Other,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,558.835112556834,558.835112556834,558.835112556834,0.0642880473418257,0.0642880473418257,0.0642880473418257
toc,Pharmaceuticals,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,1131.19851086295,1131.19851086295,1131.19851086295,0.130132380348531,0.130132380348531,0.130132380348531
toc,Physician/clinical services,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,1961.4344177727,1961.4344177727,1961.4344177727,0.225642208004304,0.225642208004304,0.225642208004304
Payer,Private,2013,537,IN,Indiana,00018,Midwest,East North Central,6625959.06087865,2759.65629936981,2759.65629936981,2759.65629936981,0.317469161895246,0.317469161895246,0.317469161895246
Aggregate,Aggregate,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,8914.34088870419,8914.34088870419,8914.34088870419,,,
toc,Dental,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,352.40470740146,352.40470740146,352.40470740146,0.0395323346729997,0.0395323346729997,0.0395323346729997
toc,Home health,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,174.085319876229,174.085319876229,174.085319876229,0.0195286810376324,0.0195286810376324,0.0195286810376324
toc,Hospital,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,3749.91829821321,3749.91829821321,3749.91829821321,0.420661308001461,0.420661308001461,0.420661308001461
Payer,Medicaid,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,1444.11638444728,1444.11638444728,1444.11638444728,0.161999232750589,0.161999232750589,0.161999232750589
Payer,Medicare,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,1960.98889281847,1960.98889281847,1960.98889281847,0.219981366800022,0.219981366800022,0.219981366800022
toc,Skilled nursing,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,623.385036937516,623.385036937516,623.385036937516,0.0699305809280234,0.0699305809280234,0.0699305809280234
Payer,OOP,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,2749.32531784207,2749.32531784207,2749.32531784207,0.308415995323432,0.308415995323432,0.308415995323432
toc,Other professional,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,259.41806787917,259.41806787917,259.41806787917,0.0291012056996712,0.0291012056996712,0.0291012056996712
toc,Other,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,575.181805241199,575.181805241199,575.181805241199,0.0645232005845817,0.0645232005845817,0.0645232005845817
toc,Pharmaceuticals,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,1202.31236356052,1202.31236356052,1202.31236356052,0.134873949579832,0.134873949579832,0.134873949579832
toc,Physician/clinical services,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,1977.63528959489,1977.63528959489,1977.63528959489,0.221848739495799,0.221848739495799,0.221848739495799
Payer,Private,2014,537,IN,Indiana,00018,Midwest,East North Central,6668963.00702841,2759.91029359637,2759.91029359637,2759.91029359637,0.309603405125957,0.309603405125957,0.309603405125957
Aggregate,Aggregate,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,9249.28767088279,8991.06567088279,9507.50967088279,,,
toc,Dental,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,361.743656020152,335.011632396384,388.317237915313,0.039110358048824,0.0419822328248942,0.0362049270726366
toc,Home health,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,181.989305623681,172.249619345501,191.203026563505,0.0196760754266652,0.0206555289693321,0.0186213693797266
toc,Hospital,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,3907.39712644188,3806.47040430524,4013.94523939584,0.422453787032289,0.433627316590648,0.411510762062204
Payer,Medicaid,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,1474.86560524385,1393.0597673282,1556.85906536562,0.159457522019263,0.168249978947021,0.150597062308629
Payer,Medicare,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,2055.48724386786,2017.91916500136,2094.08296566981,0.222232048183763,0.226321378346881,0.218120254722415
toc,Skilled nursing,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,631.961527099797,582.960059344914,679.078891319309,0.068325437652647,0.0734427775370201,0.0630603838669104
Payer,OOP,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,2924.31390216599,2748.2416864956,3090.17033425662,0.316165745948287,0.334108902970093,0.297397580848548
toc,Other professional,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,268.783476376727,241.223623027974,297.102259860745,0.0290599194933934,0.032095734256656,0.0260839127976851
toc,Other,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,598.516333265423,543.554963412409,656.991775893153,0.0647091776762956,0.0709392126526335,0.0588765124583747
toc,Pharmaceuticals,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,1258.88155190686,1194.87727363922,1322.07036044659,0.136106072189987,0.14291133715458,0.12920841818527
toc,Physician/clinical services,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,2045.05391029167,1972.25629610364,2117.51374476268,0.221104126231832,0.228702389343613,0.213050405000794
Payer,Private,2015,537,IN,Indiana,00018,Midwest,East North Central,6711895.64031649,2791.00385643563,2567.45312260087,3003.70288334029,0.301752860141281,0.324543734854029,0.277963955987062
Aggregate,Aggregate,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,9538.99303119275,9280.77103119275,9797.21503119275,,,
toc,Dental,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,370.179505903135,342.519314051694,397.939990521926,0.0388070608134673,0.0417129055109176,0.0359421688152676
toc,Home health,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,188.784264135439,179.487693388157,198.681801456194,0.019790824832454,0.0208068396463505,0.0188255287374343
toc,Hospital,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,4039.74902080499,3946.71532627299,4149.68632670268,0.423498515811497,0.434727097413591,0.41367140607826
Payer,Medicaid,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,1574.8634972609,1499.88342168571,1656.01121158133,0.165097614223976,0.173481319313866,0.157329236305138
Payer,Medicare,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,2123.23500001624,1994.92711318351,2253.61996669303,0.222584782761889,0.235997340991797,0.20878796094214
toc,Skilled nursing,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,639.757413808232,594.498646381956,687.818216495428,0.0670673311193381,0.0719775220179653,0.0623072193146938
Payer,OOP,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,2947.66653679111,2775.99782977008,3123.7382405372,0.309011623091425,0.327549711913565,0.291487707857203
toc,Other professional,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,276.436367881452,249.921664041586,305.554244948701,0.0289796002620119,0.0320161054017157,0.0262299003833862
toc,Other,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,617.318156620995,560.868281349695,675.781709134747,0.0647151399961797,0.0708710225122197,0.0588486960596407
toc,Pharmaceuticals,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,1304.58774385916,1239.21018837782,1366.46991054497,0.13676330970305,0.143263650348326,0.129861720633008
toc,Physician/clinical services,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,2097.2516906204,2015.54358648796,2176.89985119464,0.219860381418773,0.228263719892024,0.21163036821045
Payer,Private,2016,537,IN,Indiana,00018,Midwest,East North Central,6752897.75367636,2894.04168223778,2687.22633573714,3102.16154537646,0.303390981340154,0.325718308223647,0.28116665076179
Aggregate,Aggregate,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,9701.22226529625,9443.00026529625,9959.44426529625,,,
toc,Dental,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,371.741561732289,343.07014117686,401.68608776595,0.0383192277856293,0.0414877426316904,0.0353857799607858
toc,Home health,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,192.50947762658,182.688991649257,202.105084140012,0.0198438729210414,0.0208330342990098,0.018867667156064
toc,Hospital,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,4139.92028117014,4032.59925951092,4250.24710694361,0.426741941003947,0.437529453848121,0.415510290681064
Payer,Medicaid,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,1625.00195295622,1491.25399627483,1764.30719532451,0.167503952394822,0.181558289042878,0.153712781717251
Payer,Medicare,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,2186.50584495365,2032.85127681114,2349.13285523505,0.22538468812371,0.242371527114946,0.209303144837861
toc,Skilled nursing,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,637.062819836169,587.728476075118,684.512616355315,0.0656677340041478,0.0705633275020975,0.0607127603161174
Payer,OOP,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,2988.00428757417,2719.74959620131,3255.16375016224,0.308001882315612,0.335114636604369,0.281417217819599
toc,Other professional,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,283.599712878435,254.313700873777,312.480643899377,0.0292334661481465,0.0322191764488084,0.0262440379625845
toc,Other,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,628.157626940181,570.623198562518,686.384494130303,0.0647504090533953,0.0705835692694804,0.0587946580152879
toc,Pharmaceuticals,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,1329.89161592919,1264.16447839622,1398.59538083697,0.137084873667801,0.1441157094527,0.130418606751503
toc,Physician/clinical services,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,2117.61415834918,2045.03418077213,2194.80907721936,0.218283402422193,0.226020769769018,0.210773279927174
Payer,Private,2017,537,IN,Indiana,00018,Midwest,East North Central,6791132.94431805,2888.4680339813,2558.97292429151,3240.83411015164,0.297745878632833,0.333908286927288,0.264051692390211
Aggregate,Aggregate,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,9879.5106726607,9621.2886726607,10137.7326726607,,,
toc,Dental,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,372.071929145955,340.836686668982,401.737834732197,0.0376610380652371,0.0406120111245928,0.0345115777151601
toc,Home health,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,196.010509202444,186.070725256343,206.121710612734,0.0198400575371641,0.0208738959900689,0.0188582149860721
toc,Hospital,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,4249.67993657914,4126.14671766983,4364.62758488088,0.43014998066791,0.441026662864595,0.418465140321367
Payer,Medicaid,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,1626.30649937968,1477.86377912549,1768.52570137475,0.16461324031918,0.179021009946335,0.149877232906027
Payer,Medicare,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,2251.70853053797,2057.43088208631,2459.33386070815,0.227918517007301,0.248687540478474,0.207829164547863
toc,Skilled nursing,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,640.899378597293,592.367375892532,688.999085917189,0.0648716663131646,0.0697337253881057,0.0598904665743271
Payer,OOP,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,3042.22347653408,2787.3223068262,3308.91418868011,0.307933532646071,0.335472822458429,0.28246412694003
toc,Other professional,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,287.532967574421,259.984677980761,314.736640928168,0.0291042512136221,0.0319389827623962,0.0262919449149676
toc,Other,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,635.570331268164,576.666630843211,695.295392910381,0.0643324802277027,0.0704593924189229,0.0582677371046232
toc,Pharmaceuticals,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,1357.17109860779,1288.02525644853,1430.36229679872,0.137372331856084,0.144804818481574,0.130602828275568
toc,Physician/clinical services,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,2139.96142355838,2061.19901800668,2222.40074699656,0.216606644892344,0.225040281002361,0.208831106954198
Payer,Private,2018,537,IN,Indiana,00018,Midwest,East North Central,6827609.87614675,2948.68654160111,2624.30044812003,3265.41998305355,0.298466562030915,0.331182276760408,0.265640752311332
Aggregate,Aggregate,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,10277.7431506963,10019.5211506963,10535.9651506963,,,
toc,Dental,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,380.86939229799,350.593180943379,413.936862356802,0.0370575606563697,0.0402432148398599,0.0341111390086241
toc,Home health,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,204.086380275389,193.893742804705,214.123447777886,0.0198571209020026,0.0208003860381867,0.0188850460225017
toc,Hospital,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,4453.24173045914,4327.94058142705,4587.68133665283,0.433288421616414,0.444397438746479,0.422840339349667
Payer,Medicaid,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,1736.465951548,1541.7711838051,1930.33627469749,0.168956118756606,0.187737496093732,0.149318292545735
Payer,Medicare,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,2347.13644342783,2061.29903724447,2631.38462824138,0.228371902665278,0.256040911458175,0.200483988788372
toc,Skilled nursing,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,652.054723769862,601.147349797554,703.74141915516,0.0634429028155113,0.0683913718310507,0.0584815168375501
Payer,OOP,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,3148.50083732326,2703.88386693195,3556.60586029769,0.306346421254517,0.345586701613894,0.263784535836058
toc,Other professional,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,297.551486074589,267.148744957309,327.056542801023,0.0289507683864094,0.0318219311901494,0.0259971562948851
toc,Other,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,658.904808115501,597.26170232174,722.08918214386,0.0641108239144432,0.0703214588658448,0.0579140646398556
toc,Pharmaceuticals,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,1424.25257043084,1351.61522163774,1493.58918911768,0.138575726859,0.145151238733207,0.131797882916847
toc,Physician/clinical services,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,2207.40181755733,2123.28910270302,2295.47884077462,0.214775368913641,0.222426978998781,0.206983980562717
Payer,Private,2019,537,IN,Indiana,00018,Midwest,East North Central,6862081.39924871,3037.61707684818,2578.68578972411,3499.52096163273,0.295548988766893,0.340229270550376,0.250922725239715
Aggregate,Aggregate,2000,538,IA,Iowa,00019,Midwest,West North Central,2918609.04766755,6197.2996894859,6197.2996894859,6197.2996894859,,,
toc,Dental,2000,538,IA,Iowa,00019,Midwest,West North Central,2918609.04766755,278.077582791991,278.077582791991,278.077582791991,0.0448707657729973,0.0448707657729973,0.0448707657729973
toc,Home health,2000,538,IA,Iowa,00019,Midwest,West North Central,2918609.04766755,171.124666333533,171.124666333533,171.124666333533,0.0276127789372291,0.0276127789372291,0.0276127789372291
toc,Hospital,2000,538,IA,Iowa,00019,Midwest,West North Central,2918609.04766755,2390.27331899019,2390.27331899019,2390.27331899019,0.385695938352866,0.385695938352866,0.385695938352866
toc,Skilled nursing,2000,538,IA,Iowa,00019,Midwest,West North Central,2918609.04766755,599.931243018141,599.931243018141,599.931243018141,0.0968052656927277,0.0968052656927277,0.0968052656927277
toc,Other professional,2000,538,IA,Iowa,00019,Midwest,West North Central,2918609.04766755,173.611943460474,173.611943460474,173.611943460474,0.0280141274682935,0.0280141274682935,0.0280141274682935
toc,Other,2000,538,IA,Iowa,00019,Midwest,West North Central,2918609.04766755,570.581372920237,570.581372920237,570.581372920237,0.0920693530261678,0.0920693530261678,0.0920693530261678
toc,Pharmaceuticals,2000,538,IA,Iowa,00019,Midwest,West North Central,2918609.04766755,702.407060648106,702.407060648106,702.407060648106,0.11334082517258,0.11334082517258,0.11334082517258
toc,Physician/clinical services,2000,538,IA,Iowa,00019,Midwest,West North Central,2918609.04766755,1311.29250132323,1311.29250132323,1311.29250132323,0.211590945577139,0.211590945577139,0.211590945577139
Aggregate,Aggregate,2001,538,IA,Iowa,00019,Midwest,West North Central,2930796.1675775,6503.47754784427,6503.47754784427,6503.47754784427,,,
toc,Dental,2001,538,IA,Iowa,00019,Midwest,West North Central,2930796.1675775,298.257918860867,298.257918860867,298.257918860867,0.0458612975391499,0.0458612975391499,0.0458612975391499
toc,Home health,2001,538,IA,Iowa,00019,Midwest,West North Central,2930796.1675775,163.43564009124,163.43564009124,163.43564009124,0.025130499627144,0.025130499627144,0.025130499627144
toc,Hospital,2001,538,IA,Iowa,00019,Midwest,West North Central,2930796.1675775,2493.24221278653,2493.24221278653,2493.24221278653,0.383370618941089,0.383370618941089,0.383370618941089
toc,Skilled nursing,2001,538,IA,Iowa,00019,Midwest,West North Central,2930796.1675775,618.339587882286,618.339587882286,618.339587882286,0.0950782997762864,0.0950782997762864,0.0950782997762864
toc,Other professional,2001,538,IA,Iowa,00019,Midwest,West North Central,2930796.1675775,185.259390251791,185.259390251791,185.259390251791,0.0284862043251305,0.0284862043251305,0.0284862043251305
toc,Other,2001,538,IA,Iowa,00019,Midwest,West North Central,2930796.1675775,578.571865367503,578.571865367503,578.571865367503,0.0889634601043997,0.0889634601043997,0.0889634601043997
toc,Pharmaceuticals,2001,538,IA,Iowa,00019,Midwest,West North Central,2930796.1675775,776.925505715623,776.925505715623,776.925505715623,0.119463087248322,0.119463087248322,0.119463087248322
toc,Physician/clinical services,2001,538,IA,Iowa,00019,Midwest,West North Central,2930796.1675775,1389.44542688843,1389.44542688843,1389.44542688843,0.213646532438479,0.213646532438479,0.213646532438479
Aggregate,Aggregate,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,6777.27360344618,6777.27360344618,6777.27360344618,,,
toc,Dental,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,317.550599401657,317.550599401657,317.550599401657,0.046855213170114,0.046855213170114,0.046855213170114
toc,Home health,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,140.179994330461,140.179994330461,140.179994330461,0.0206838328408611,0.0206838328408611,0.0206838328408611
toc,Hospital,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,2612.87880588751,2612.87880588751,2612.87880588751,0.385535387645983,0.385535387645983,0.385535387645983
Payer,Medicaid,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,882.022945225144,882.022945225144,882.022945225144,0.1301442138586,0.1301442138586,0.1301442138586
Payer,Medicare,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,1138.52475307981,1138.52475307981,1138.52475307981,0.167991558213155,0.167991558213155,0.167991558213155
toc,Skilled nursing,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,620.320315047382,620.320315047382,620.320315047382,0.091529477979457,0.091529477979457,0.091529477979457
Payer,OOP,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,2177.40475180716,2177.40475180716,2177.40475180716,0.321280337671474,0.321280337671474,0.321280337671474
toc,Other professional,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,194.058699634346,194.058699634346,194.058699634346,0.0286337413817363,0.0286337413817363,0.0286337413817363
toc,Other,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,608.400247502274,608.400247502274,608.400247502274,0.0897706486562544,0.0897706486562544,0.0897706486562544
toc,Pharmaceuticals,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,873.025747003653,873.025747003653,873.025747003653,0.128816659631349,0.128816659631349,0.128816659631349
toc,Physician/clinical services,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,1410.85919463889,1410.85919463889,1410.85919463889,0.208175038694245,0.208175038694245,0.208175038694245
Payer,Private,2002,538,IA,Iowa,00019,Midwest,West North Central,2942814.93303868,2579.32115333407,2579.32115333407,2579.32115333407,0.380583890256771,0.380583890256771,0.380583890256771
Aggregate,Aggregate,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,7149.98073237172,7149.98073237172,7149.98073237172,,,
toc,Dental,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,319.466231927117,319.466231927117,319.466231927117,0.0446807122823038,0.0446807122823038,0.0446807122823038
toc,Home health,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,126.853744648431,126.853744648431,126.853744648431,0.0177418302785206,0.0177418302785206,0.0177418302785206
toc,Hospital,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,2704.50318094212,2704.50318094212,2704.50318094212,0.378253212445372,0.378253212445372,0.378253212445372
Payer,Medicaid,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,961.663314209806,961.663314209806,961.663314209806,0.134498728067315,0.134498728067315,0.134498728067315
Payer,Medicare,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,1173.86351205921,1173.86351205921,1173.86351205921,0.164177157393517,0.164177157393517,0.164177157393517
toc,Skilled nursing,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,633.802349180951,633.802349180951,633.802349180951,0.0886439240754027,0.0886439240754027,0.0886439240754027
Payer,OOP,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,2355.65538315894,2355.65538315894,2355.65538315894,0.329463179179441,0.329463179179441,0.329463179179441
toc,Other professional,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,210.801075665776,210.801075665776,210.801075665776,0.0294827473746005,0.0294827473746005,0.0294827473746005
toc,Other,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,632.869601058536,632.869601058536,632.869601058536,0.0885134694410018,0.0885134694410018,0.0885134694410018
toc,Pharmaceuticals,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,972.389917617576,972.389917617576,972.389917617576,0.135998956362925,0.135998956362925,0.135998956362925
toc,Physician/clinical services,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,1549.29463133121,1549.29463133121,1549.29463133121,0.216685147739873,0.216685147739873,0.216685147739873
Payer,Private,2003,538,IA,Iowa,00019,Midwest,West North Central,2954538.10652742,2658.79852294379,2658.79852294379,2658.79852294379,0.371860935359729,0.371860935359729,0.371860935359729
Aggregate,Aggregate,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,7332.9297250132,7332.9297250132,7332.9297250132,,,
toc,Dental,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,338.066932332583,338.066932332583,338.066932332583,0.0461025735974818,0.0461025735974818,0.0461025735974818
